COUNTY,ST_ABBR,avg(median_sale_price_yoy),avg(homes_sold_mom),avg(median_sale_price_mom),avg(homes_sold_yoy),avgHomesSoldTotal,avgMedianSalesTotal,avgHomesSoldTotalScaled,avgMedianSalesTotalScaled
Murray County,MN,0.384204835,0.279887114,0.277055476,0.235885971,0.257886543,0.330630156,0.059429926,6.33E-04
Wheeler County,TX,0.384202231,0.324468085,0.439209759,0.460638298,0.392553191,0.411705995,0.069989856,6.78E-04
Hughes County,OK,0.383855475,0.573318411,0.215398571,0.564447295,0.568882853,0.299627023,0.083816806,6.16E-04
Pike County,AR,0.382001548,0.496239316,0.262912621,0.445064539,0.470651927,0.322457085,0.076113995,6.28E-04
Calhoun County,FL,0.381703171,0.276821327,0.333249648,0.401187085,0.339004206,0.357476409,0.065790795,6.48E-04
Clinton County,IN,0.381435966,0.157619665,0.178043481,0.535198036,0.346408851,0.279739724,0.066371432,6.04E-04
Taylor County,IA,0.38134711,0.162159864,0.517403039,0.20127551,0.181717687,0.449375074,0.05345712,6.99E-04
Hertford County,NC,0.381180982,0.183990494,0.223114099,0.421528986,0.30275974,0.30214754,0.062948673,6.17E-04
Fayette County,IN,0.380422105,0.28356219,0.266353059,0.745898752,0.514730471,0.323387582,0.079570429,6.29E-04
Kleberg County,TX,0.379921639,0.219754432,0.168119901,0.854305415,0.537029924,0.27402077,0.081319048,6.01E-04
San Juan County,CO,0.379696201,0.207102672,0.228200045,0.37257384,0.289838256,0.303948123,0.06193543,6.18E-04
Perry County,TN,0.379546665,0.530730159,0.294595989,0.606863492,0.568796825,0.337071327,0.08381006,6.36E-04
Gallatin County,KY,0.377946778,0.259672063,0.261228206,0.258895842,0.259283952,0.319587492,0.059539505,6.27E-04
Knox County,TX,0.377504242,0.439583333,0.749135041,0.39375,0.416666667,0.563319642,0.071880723,7.63E-04
Elkhart County,IN,0.376858222,0.125622808,0.114813859,16.5214346,8.323528706,0.245836041,0.691899948,5.86E-04
Trego County,KS,0.376799449,0.395238095,0.098440876,0.29047619,0.342857143,0.237620163,0.066092924,5.81E-04
Kidder County,ND,0.375903745,0.287878788,0.137747207,0.090909091,0.189393939,0.256825476,0.054059056,5.92E-04
Mineral County,NV,0.375488255,0.384806792,0.205446122,0.295823575,0.340315183,0.290467189,0.065893596,6.10E-04
Franklin County,MS,0.375456779,0.528070175,0.2118176,0.236842105,0.38245614,0.293637189,0.069198093,6.12E-04
Graham County,NC,0.374550934,0.10590497,0.178704916,0.572664987,0.339284979,0.276627925,0.065812812,6.03E-04
Osceola County,IA,0.374444825,0.351114488,0.140152109,0.810486322,0.580800405,0.257298467,0.084751324,5.92E-04
Martinsville,VA,0.373953529,0.111176635,0.232474975,0.570686359,0.340931497,0.303214252,0.065941924,6.18E-04
Bledsoe County,TN,0.373797069,0.276808093,0.200796741,0.464386143,0.370597118,0.287296905,0.068268164,6.09E-04
St. James Parish,LA,0.373633755,0.35118803,0.257074002,0.488563296,0.419875663,0.315353878,0.072132357,6.24E-04
Craig County,VA,0.373415112,0.376930626,0.227642508,0.343023455,0.35997704,0.30052881,0.067435387,6.16E-04
Grant County,NM,0.37012527,0.139161515,0.163124075,2.34244978,1.240805647,0.266624672,0.136505856,5.97E-04
Warren County,NC,0.369767177,0.179643203,0.177836576,0.569659481,0.374651342,0.273801876,0.068586077,6.01E-04
Decatur County,IA,0.369635941,0.399231665,0.134890571,0.663663237,0.531447451,0.252263256,0.080881296,5.89E-04
Stark County,IL,0.36962371,0.331840017,0.457458463,0.401712615,0.366776316,0.413541086,0.067968554,6.79E-04
Iron County,WI,0.369533643,0.182418332,0.191868529,0.427331232,0.304874782,0.280701086,0.063114525,6.05E-04
Montgomery County,AR,0.369222609,0.259032357,0.340608503,0.459589438,0.359310897,0.354915556,0.067383151,6.46E-04
Lincoln County,CO,0.368646062,0.451123856,0.262043568,0.546721122,0.498922489,0.315344815,0.07833084,6.24E-04
Woodson County,KS,0.368093959,0.294444444,0.12678584,0.631944444,0.463194444,0.2474399,0.075529214,5.86E-04
Lewis County,ID,0.367784598,0.288771055,0.23224144,0.382564893,0.335667974,0.300013019,0.065529183,6.16E-04
Clarke County,AL,0.367372107,0.251084656,0.205486465,0.493280423,0.37218254,0.286429286,0.068392485,6.08E-04
Norton,VA,0.36668699,0.264359788,0.301030653,0.371375661,0.317867725,0.333858821,0.064133371,6.35E-04
Hale County,AL,0.366532108,0.257127749,0.357485449,0.370378387,0.313753068,0.362008778,0.063810718,6.50E-04
Matagorda County,TX,0.366137441,0.319797775,0.172875945,2.617256439,1.468527107,0.269506693,0.15436271,5.99E-04
Crittenden County,KY,0.365552942,0.39465368,0.311386716,0.566709957,0.480681818,0.338469829,0.076900492,6.37E-04
Haskell County,OK,0.365323178,0.335063924,0.169024604,0.458737239,0.396900581,0.267173891,0.070330758,5.97E-04
Breathitt County,KY,0.36529247,0.393939394,0.206311869,0.348484848,0.371212121,0.28580217,0.068316389,6.08E-04
Lac qui Parle County,MN,0.364967582,0.246733717,0.201287972,0.314129751,0.280431734,0.283127777,0.061197815,6.06E-04
Frio County,TX,0.364600978,0.348607568,0.227133862,0.403539541,0.376073554,0.29586742,0.0686976,6.13E-04
Garfield County,UT,0.363249385,0.163110501,0.150254143,0.382066545,0.272588523,0.256751764,0.060582787,5.92E-04
Fountain County,IN,0.362238636,0.274205625,0.173458835,0.509014338,0.391609981,0.267848736,0.069915894,5.98E-04
Harlan County,KY,0.361919651,0.425941054,0.335127362,0.634101382,0.530021218,0.348523506,0.080769458,6.43E-04
Toombs County,GA,0.361597119,0.390564374,0.229769703,0.476954733,0.433759553,0.295683411,0.073221067,6.13E-04
Robeson County,NC,0.360984614,0.121135363,0.230585313,0.457924356,0.289529859,0.295784963,0.061911247,6.13E-04
Cook County,MN,0.360484344,0.262352038,0.292467669,0.311650975,0.287001506,0.326476007,0.061712986,6.31E-04
Warren County,PA,0.359617593,0.268397388,0.374773223,1.173657956,0.721027672,0.367195408,0.095747292,6.53E-04
Florence County,WI,0.3592165,0.449970286,0.252646289,0.524097932,0.487034109,0.305931395,0.077398609,6.19E-04
Newton County,MS,0.358949162,0.361878882,0.30399846,0.461620083,0.411749482,0.331473811,0.07149514,6.33E-04
Knox County,MO,0.358938574,0.368395692,0.359313608,0.321740363,0.345068027,0.359126091,0.066266291,6.49E-04
Webster Parish,LA,0.358793594,0.190437337,0.240414625,4.006132355,2.098284846,0.29960411,0.203745373,6.16E-04
Hardeman County,TN,0.358741391,0.243443342,0.223272035,0.383342186,0.313392764,0.291006713,0.063782465,6.11E-04
Page County,IA,0.358541646,0.198939354,0.18055364,0.882161252,0.540550303,0.269547643,0.081595099,5.99E-04
Mills County,IA,0.358416016,0.275553042,0.150029339,0.494950681,0.385251862,0.254222678,0.06941732,5.90E-04
Fulton County,IN,0.358410478,0.095569398,0.279981064,0.878596187,0.487082793,0.319195771,0.077402427,6.26E-04
Charles City County,VA,0.358376318,0.331684848,0.192271814,0.337376623,0.334530736,0.275324066,0.065440006,6.02E-04
Henry County,TN,0.357937911,0.209845005,0.30014878,1.419684048,0.814764527,0.329043345,0.103097699,6.32E-04
Norman County,MN,0.357847416,0.359501255,0.22422874,0.650056799,0.504779027,0.291038078,0.078790083,6.11E-04
Marion County,TX,0.357336161,0.156890332,0.135756567,0.530578122,0.343734227,0.246546364,0.066161701,5.86E-04
Douglas County,MO,0.356265987,0.09178069,0.099772589,0.453042143,0.272411417,0.228019288,0.060568899,5.76E-04
Miami County,IN,0.356016316,0.120688765,0.153956112,2.421122471,1.270905618,0.254986214,0.138866155,5.91E-04
Magoffin County,KY,0.355696835,0.458333333,0.205992863,0,0.229166667,0.280844849,0.057177848,6.05E-04
Otero County,NM,0.354143742,2.980706704,0.196745771,13.08432112,8.032513913,0.275444757,0.669079926,6.02E-04
Boone County,IA,0.353909979,0.196988403,0.112240577,0.434159142,0.315573773,0.233075278,0.06395349,5.78E-04
Washington County,CO,0.353374186,0.342930889,0.196283708,0.433101559,0.388016224,0.274828947,0.069634089,6.02E-04
Wright County,MO,0.35315151,0.070581855,0.07801256,1.479301374,0.774941614,0.215582035,0.099974972,5.69E-04
Brantley County,GA,0.35234326,0.317118067,0.264605986,0.449248899,0.383183483,0.308474623,0.069255128,6.20E-04
Shelby County,MO,0.350825566,0.380691057,0.268150639,0.493292683,0.43699187,0.309488103,0.07347453,6.21E-04
Glacier County,MT,0.350406039,0.270645363,0.362955795,0.307722431,0.289183897,0.356680917,0.061884119,6.47E-04
Prowers County,CO,0.349445986,0.31519225,0.076361012,0.401063193,0.358127721,0.212903499,0.067290372,5.67E-04
Greene County,MS,0.348971792,0.267487685,0.454858242,0.301368363,0.284428024,0.401915017,0.061511185,6.73E-04
Pembina County,ND,0.34479854,0.477138822,0.281224529,0.676372074,0.576755448,0.313011534,0.084434138,6.23E-04
Hampton County,SC,0.344512028,0.298368111,0.24909336,0.462039193,0.380203652,0.296802694,0.069021463,6.14E-04
Shawnee County,KS,0.344033136,0.70288723,0.071553747,9.650740302,5.176813766,0.207793442,0.445149246,5.64E-04
Catron County,NM,0.343712904,0.208392857,0.097381068,0.728127289,0.468260073,0.220546986,0.075926437,5.71E-04
Kinney County,TX,0.343709986,0.352430556,0.194022447,0.396701389,0.374565972,0.268866217,0.068579383,5.98E-04
Dickey County,ND,0.343678019,0.312962963,0.283101339,0.316666667,0.314814815,0.313389679,0.063893976,6.23E-04
Monona County,IA,0.343475384,0.235238095,0.253428005,0.588027211,0.411632653,0.298451694,0.071485979,6.15E-04
Kit Carson County,CO,0.34345066,0.221573124,0.341182791,0.365050606,0.293311865,0.342316726,0.062207815,6.39E-04
Wright County,IA,0.342536676,0.393512897,0.22970534,0.220650477,0.307081687,0.286121008,0.06328758,6.08E-04
Luce County,MI,0.342488687,0.331090827,0.36971106,0.306941105,0.319015966,0.356099874,0.06422341,6.47E-04
Jackson County,CO,0.342452401,0.403020611,0.104463679,0.367306326,0.385163468,0.22345804,0.069410389,5.73E-04
Dunklin County,MO,0.341654655,0.163375308,0.1677254,0.638714426,0.401044867,0.254690027,0.070655734,5.90E-04
Phillips County,KS,0.340699997,0.248188406,0.207993715,0.528985507,0.388586957,0.274346856,0.069678843,6.01E-04
Chautauqua County,KS,0.340656566,0.5,-0.187493148,0.5,0.5,0.076581709,0.078415334,4.91E-04
Swisher County,TX,0.339985821,0.306220506,0.269191495,0.355598456,0.330909481,0.304588658,0.065156044,6.18E-04
Thomas County,GA,0.339839192,0.074261725,0.146009491,4.401472709,2.237867217,0.242924342,0.214690772,5.84E-04
Greene County,NC,0.339590816,0.282311809,0.258933577,0.401146361,0.341729085,0.299262197,0.066004467,6.15E-04
Clay County,AR,0.339489217,0.419720582,0.215066723,0.651269663,0.535495122,0.27727797,0.081198696,6.03E-04
Suwannee County,FL,0.339387916,0.172993721,0.073458515,2.287607561,1.230300641,0.206423216,0.135682102,5.64E-04
Henderson County,IL,0.339159292,0.391439153,0.616447804,0.389439153,0.390439153,0.477803548,0.069824083,7.15E-04
Faribault County,MN,0.338443329,0.192989926,0.275393647,0.281400133,0.23719503,0.306918488,0.057807394,6.20E-04
Crane County,TX,0.338286564,0.245498512,0.171912451,0.45952381,0.352511161,0.255099508,0.066849947,5.91E-04
Cook County,GA,0.337935569,0.220520223,0.084675364,0.55213923,0.386329726,0.211305467,0.069501841,5.66E-04
Yalobusha County,MS,0.337742547,0.573779221,0.145969762,0.683272727,0.628525974,0.241856155,0.088493741,5.83E-04
Hamilton County,TX,0.337556764,0.40024825,0.218031074,0.438371689,0.41930997,0.277793919,0.072087998,6.03E-04
Ripley County,MO,0.337374289,0.166943753,0.306182947,0.461100401,0.314022077,0.321778618,0.063831813,6.28E-04
King & Queen County,VA,0.336859356,0.237889591,0.294327088,0.346884014,0.292386803,0.315593222,0.062135276,6.24E-04
Weakley County,TN,0.336670094,0.222972475,0.097701975,0.882321456,0.552646966,0.217186034,0.082543663,5.70E-04
Adair County,OK,0.336559086,0.316515939,0.257565891,0.518148457,0.417332198,0.297062488,0.07193291,6.14E-04
Carson County,TX,0.336539463,0.525434618,0.232111207,0.445812547,0.485623583,0.284325335,0.077288002,6.07E-04
Las Animas County,CO,0.336418507,0.081465951,0.077333299,0.414673603,0.248069777,0.206875903,0.058660141,5.64E-04
Vermillion County,IN,0.336285144,0.253459432,0.153844003,0.86273142,0.558095426,0.245064574,0.082970906,5.85E-04
Caswell County,NC,0.335705983,0.20483685,0.305161035,0.383785619,0.294311234,0.320433509,0.062286181,6.27E-04
Morgan County,KY,0.335479213,0.372463086,0.132206948,0.504129734,0.43829641,0.23384308,0.073576826,5.79E-04
St. Joseph County,IN,0.334514531,0.186994336,0.114685976,3.831441799,2.009218068,0.224600253,0.196761172,5.74E-04
Emanuel County,GA,0.333659472,0.252273158,0.272981072,0.351195028,0.301734093,0.303320272,0.062868246,6.18E-04
Henry County,MO,0.333081374,0.243850321,0.213496516,0.785450183,0.514650252,0.273288945,0.079564138,6.01E-04
Grant County,SD,0.332218029,0.342600532,0.193685862,0.620753809,0.481677171,0.262951945,0.076978543,5.95E-04
Bienville Parish,LA,0.330096964,0.654603175,0.281160579,0.753968254,0.704285714,0.305628772,0.094434466,6.19E-04
Dickinson County,KS,0.330013967,0.196075839,0.17490123,0.698718943,0.447397391,0.252457599,0.074290483,5.89E-04
Franklin County,NE,0.329699277,0.083333333,-0.297082497,0.805555556,0.444444444,0.01630839,0.074058926,4.57E-04
Madison County,FL,0.329336003,0.228118608,0.27899388,0.32454266,0.276330634,0.304164941,0.060876226,6.18E-04
Bear Lake County,ID,0.328625147,0.301518996,0.329797472,0.287026316,0.294272656,0.32921131,0.062283155,6.32E-04
Nance County,NE,0.328362296,-0.242424242,0.410912906,0.045454545,-0.098484848,0.369637601,0.031484945,6.55E-04
Palo Alto County,IA,0.327205536,0.229629348,0.26661271,0.650868056,0.440248702,0.296909123,0.073729916,6.14E-04
Allen County,KS,0.326045947,0.301062242,0.32297871,0.571445854,0.436254048,0.324512329,0.073416674,6.29E-04
Pawnee County,KS,0.324940055,0.213345124,0.184450237,0.288137472,0.250741298,0.254695146,0.058869629,5.90E-04
Rockbridge County,VA,0.324465717,0.156113533,0.257747069,0.937789077,0.546951305,0.291106393,0.082097036,6.11E-04
Swift County,MN,0.324462788,0.327938001,0.238500982,0.42817519,0.378056596,0.281481885,0.068853101,6.05E-04
Pike County,KY,0.323085694,0.065907616,0.105343321,0.265981969,0.165944792,0.214214508,0.052220283,5.68E-04
Overton County,TN,0.322347614,0.146808373,0.158572577,0.789304889,0.468056631,0.240460096,0.075910484,5.83E-04
Scott County,TN,0.322099963,0.251637206,0.156136682,0.48243063,0.367033918,0.239118322,0.067988754,5.82E-04
Noble County,OK,0.321534002,0.245799133,0.170473349,0.423010736,0.334404934,0.246003676,0.065430141,5.86E-04
Tillman County,OK,0.321528428,0.4133466,0.337752378,1.075268817,0.744307708,0.329640403,0.097572804,6.32E-04
Grant County,IN,0.321116028,0.189969674,0.18436899,1.553612049,0.871790861,0.252742509,0.107569438,5.89E-04
Izard County,AR,0.320818781,0.306875078,0.17624457,0.497787027,0.402331053,0.248531676,0.070756591,5.87E-04
Hancock County,IA,0.320711678,0.254912003,0.080637647,0.413687316,0.334299659,0.200674662,0.065421886,5.60E-04
St. Francis County,AR,0.320098523,0.265745433,0.231683534,0.390903812,0.328324623,0.275891028,0.064953352,6.02E-04
Marion County,MS,0.319885473,0.273048999,0.171044481,0.367400274,0.320224636,0.245464977,0.064318189,5.85E-04
Northampton County,VA,0.319542941,0.084960772,0.091428144,0.858886739,0.471923755,0.205485543,0.076213726,5.63E-04
Jones County,NC,0.319471885,0.215733914,0.243273802,0.335961515,0.275847714,0.281372843,0.060838357,6.05E-04
Carroll County,IL,0.31928096,0.1563628,0.192290091,0.376719893,0.266541346,0.255785525,0.060108595,5.91E-04
Owsley County,KY,0.319122653,0.166666667,-0.055372712,0.333333333,0.25,0.13187497,0.0588115,5.22E-04
Lake County,TN,0.319065661,0.376975684,0.516650981,0.571707194,0.474341439,0.417858321,0.076403309,6.82E-04
Moore County,TX,0.318546553,0.393361982,0.133401134,0.70748613,0.550424056,0.225973844,0.082369353,5.74E-04
Hill County,MT,0.3183798,-0.033333333,0.855157799,-0.166666667,-0.1,0.586768799,0.031366133,7.76E-04
Dickenson County,VA,0.318274315,0.420645955,0.238166618,0.483284102,0.451965028,0.278220467,0.074648655,6.04E-04
Sierra County,CA,0.317784555,0.329106771,0.185752044,0.277676437,0.303391604,0.251768299,0.062998221,5.89E-04
Clark County,AR,0.317325309,0.2481008,0.317125332,0.350524803,0.299312801,0.31722532,0.06267838,6.25E-04
Buena Vista,VA,0.316943102,0.241430162,0.129126587,0.411535395,0.326482778,0.223034845,0.064808923,5.73E-04
Perry County,AR,0.316356066,0.429160654,0.228045339,0.584311826,0.50673624,0.272200703,0.078943558,6.00E-04
Hamilton County,FL,0.316304098,0.320734127,0.314485592,0.788640873,0.5546875,0.315394845,0.082703672,6.24E-04
McCreary County,KY,0.315759255,0.213604583,0.215632415,0.375852344,0.294728464,0.265695835,0.062318898,5.97E-04
Humboldt County,IA,0.315748411,0.42654174,0.180316916,0.520611175,0.473576457,0.248032663,0.076343323,5.87E-04
Huerfano County,CO,0.315427097,0.16379151,0.135447242,0.411418911,0.287605211,0.225437169,0.061760325,5.74E-04
Logan County,KY,0.315305004,0.183756325,0.039893546,1.915427547,1.049591936,0.177599275,0.121511769,5.47E-04
Mineral County,CO,0.315172698,0.591911123,0.21306831,0.439485551,0.515698337,0.264120504,0.079646324,5.96E-04
Marion County,KS,0.314775748,0.36599637,0.254959302,0.327699507,0.346847939,0.284867525,0.066405864,6.07E-04
Lincoln County,NV,0.314386814,0.336881419,0.29342004,0.373552754,0.355217087,0.303903427,0.067062133,6.18E-04
Howell County,MO,0.313606286,0.035105032,0.087573935,3.337063475,1.686084254,0.20059011,0.171422526,5.60E-04
Goliad County,TX,0.313496167,0.355048686,0.338641362,0.499326397,0.427187542,0.326068764,0.072705721,6.30E-04
Greene County,IA,0.313426964,0.22622448,0.186800446,0.320768512,0.273496496,0.250113705,0.060653986,5.88E-04
Garfield County,WA,0.31283102,0.401648352,0.165064581,0.365384615,0.383516484,0.238947801,0.06928124,5.82E-04
Heard County,GA,0.312762507,0.38871545,0.170154991,0.368605475,0.378660462,0.241458749,0.068900453,5.83E-04
Cleburne County,AL,0.311831207,0.286146611,0.180200434,0.350521269,0.31833394,0.24601582,0.064169929,5.86E-04
Franklin County,AL,0.311817227,0.638886776,0.239203213,2.450568108,1.544727442,0.27551022,0.160337985,6.02E-04
Clarion County,PA,0.311791672,0.172906951,0.486516641,0.652469297,0.412688124,0.399154156,0.071568744,6.71E-04
San Juan County,UT,0.311733359,0.33514586,0.200893512,0.445180895,0.390163378,0.256313436,0.069802458,5.91E-04
Adams County,NE,0.311456789,0.224716793,0.046995449,1.40395582,0.814336307,0.179226119,0.10306412,5.48E-04
Sherman County,KS,0.311308476,0.390048037,0.25588554,0.55994152,0.474994779,0.283597008,0.076454541,6.07E-04
Lemhi County,ID,0.311059018,0.182800554,0.078193534,0.460037475,0.321419014,0.194626276,0.064411846,5.57E-04
Lauderdale County,AL,0.310840211,0.205745441,0.157991578,1.42195341,0.813849426,0.234415894,0.103025941,5.79E-04
Gibson County,IN,0.310559303,0.086514317,0.091844184,1.514258685,0.800386501,0.201201743,0.101970241,5.61E-04
Calhoun County,TX,0.309948919,0.302993587,0.177556021,0.622800186,0.462896886,0.24375247,0.075505881,5.84E-04
Cross County,AR,0.309038522,0.188995829,0.088586249,0.514759455,0.351877642,0.198812386,0.06680027,5.59E-04
Macon County,NC,0.308714483,0.127184798,0.136874716,0.847953459,0.487569128,0.2227946,0.077440563,5.73E-04
Runnels County,TX,0.307797351,0.200396825,0.220910783,0.177469136,0.188932981,0.264354067,0.05402291,5.96E-04
Greenwood County,KS,0.307723459,0.371048704,0.220790496,0.535995794,0.453522249,0.264256977,0.074770765,5.96E-04
Rice County,KS,0.307060862,0.386006264,0.175288277,0.402698547,0.394352405,0.241174569,0.070130942,5.83E-04
Alpine County,CA,0.307036095,0.237318404,0.278514901,0.410285767,0.323802086,0.292775498,0.064598715,6.12E-04
Lawrence County,AR,0.306797606,0.304356889,0.292359592,0.534786291,0.41957159,0.299578599,0.072108513,6.16E-04
Morgan County,OH,0.306557824,0.322554816,0.190990907,0.373994762,0.348274789,0.248774365,0.066517751,5.87E-04
York County,NE,0.305948087,0.320217476,0.201412015,0.39403845,0.357127963,0.253680051,0.067211975,5.90E-04
Oneida County,ID,0.305711241,0.277996825,0.152324956,0.416879365,0.347438095,0.229018099,0.066452141,5.76E-04
Ben Hill County,GA,0.30510541,0.259715378,0.151076496,0.60443072,0.432073049,0.228090953,0.073088819,5.76E-04
Anderson County,KS,0.304720862,0.254805373,0.255684263,0.287540751,0.271173062,0.280202562,0.060471793,6.05E-04
Sierra County,NM,0.304675874,0.219105123,0.114854973,0.74171831,0.480411716,0.209765424,0.076879312,5.65E-04
Stevens County,MN,0.304275553,0.241010849,0.274297885,0.468222792,0.35461682,0.289286719,0.067015063,6.10E-04
Ohio County,IN,0.304032861,0.28628717,0.159913358,0.47482425,0.38055571,0.231973109,0.06904907,5.78E-04
Jefferson County,GA,0.303943099,0.411277783,0.292009003,0.420467689,0.415872736,0.297976051,0.071818466,6.15E-04
Hemphill County,TX,0.303897896,0,1.236686391,0,0,0.770292143,0.039207667,8.78E-04
Clearwater County,ID,0.303671003,0.165537131,0.180329501,0.441151827,0.303344479,0.242000252,0.062994525,5.83E-04
Lake of the Woods County,MN,0.303637422,0.263083292,0.197702332,0.300168311,0.281625801,0.250669877,0.061291448,5.88E-04
Hinsdale County,CO,0.303503318,0.351836471,0.159217689,0.351501728,0.3516691,0.231360504,0.066783917,5.77E-04
Harrison County,OH,0.302992372,0.181706022,0.188496718,0.255460236,0.218583129,0.245744545,0.056347936,5.85E-04
Little River County,AR,0.302835933,0.423284314,0.276568617,0.487359944,0.455322129,0.289702275,0.074911904,6.10E-04
Crittenden County,AR,0.302397533,0.478534018,0.116774964,2.749655002,1.61409451,0.209586249,0.165777427,5.65E-04
Ouachita County,AR,0.302260427,0.235720388,0.09996621,0.526468903,0.381094645,0.201113319,0.069091331,5.61E-04
Karnes County,TX,0.300896433,0.374692118,0.711292898,0.456527094,0.415609606,0.506094666,0.071797833,7.31E-04
Union Parish,LA,0.300452664,0.176874448,0.058553371,0.893821588,0.535348018,0.179503017,0.08118716,5.48E-04
Davis County,IA,0.300428826,0.43319808,0.166309976,0.380534223,0.406866152,0.233369401,0.071112212,5.79E-04
Monroe County,MO,0.299779538,0.429975311,0.222215932,0.437644345,0.433809828,0.260997735,0.073225009,5.94E-04
Switzerland County,IN,0.299680687,0.265392707,0.146417417,0.597334932,0.43136382,0.223049052,0.073033205,5.73E-04
Rich County,UT,0.299485949,0.208045652,0.096988794,0.347532383,0.277789017,0.198237372,0.060990585,5.59E-04
Starr County,TX,0.299479794,0.367579007,0.157052682,0.593443982,0.480511494,0.228266238,0.076887136,5.76E-04
Lea County,NM,0.29946505,0.206961722,0.1534074,3.594547951,1.900754837,0.226436225,0.188255992,5.75E-04
Charlotte County,VA,0.299305039,0.295815604,0.287844201,0.458422133,0.377118869,0.29357462,0.068779569,6.12E-04
Marshall County,IN,0.299232967,0.027301212,0.157476577,1.593103335,0.810202274,0.228354772,0.102739949,5.76E-04
Pike County,IN,0.299211806,0.205350179,0.095129849,0.33275197,0.269051074,0.197170827,0.060305397,5.58E-04
Wabaunsee County,KS,0.298240794,0.347317189,0.297322411,0.451499118,0.399408154,0.297781602,0.070527391,6.15E-04
Trinity County,TX,0.297696569,0.048952236,0.111293887,2.648580572,1.348766404,0.204495228,0.144971635,5.62E-04
Eureka County,NV,0.297297297,0,0.745454545,0,0,0.521375921,0.039207667,7.39E-04
Marion County,AR,0.297018478,0.270114814,0.274093186,1.738180457,1.004147635,0.285555832,0.117948239,6.08E-04
Carroll County,TN,0.296586453,0.193233787,0.206649932,0.555733735,0.374483761,0.251618193,0.068572936,5.89E-04
Scott County,AR,0.296182123,0.502131342,0.170986965,0.603274812,0.552703077,0.233584544,0.082548063,5.79E-04
Logan County,AR,0.295889901,0.11772937,0.222482169,0.272944868,0.195337119,0.259186035,0.054525092,5.93E-04
Ferry County,WA,0.295581439,0.296331825,0.215065257,0.436282194,0.366307009,0.255323348,0.067931753,5.91E-04
Jefferson County,IN,0.29497965,0.296310439,0.16620518,0.972843485,0.634576962,0.230592415,0.088968231,5.77E-04
Franklin City County,VA,0.294801944,0.192274876,0.218532123,0.253690563,0.222982719,0.256667033,0.056692931,5.92E-04
Grant Parish,LA,0.294268075,0.368214286,0.138886729,0.5875,0.477857143,0.216577402,0.076678994,5.69E-04
Mercer County,MO,0.294190495,0.11,0.629923762,0.2875,0.19875,0.462057129,0.054792714,7.06E-04
Rio Arriba County,NM,0.29410689,0.18611314,0.0853702,0.677953996,0.432033568,0.189738545,0.073085723,5.54E-04
Winkler County,TX,0.293916011,0.298245614,0.062905909,0.43588137,0.367063492,0.17841096,0.067991073,5.48E-04
Benton County,MO,0.293714916,0.237181195,0.107019192,0.933642066,0.58541163,0.200367054,0.085112915,5.60E-04
Meade County,KS,0.293488909,0.075,0.060232773,0.441666667,0.258333333,0.176860841,0.059464961,5.47E-04
Tishomingo County,MS,0.293071719,0.219432252,0.203499582,0.780648003,0.500040127,0.24828565,0.07841848,5.87E-04
Perry County,OH,0.292699735,0.107677168,0.139211294,0.285823733,0.196750451,0.215955514,0.054635919,5.69E-04
Cumberland County,IL,0.292698561,0.227773502,0.303713296,0.234216771,0.230995137,0.298205928,0.057321228,6.15E-04
Barton County,MO,0.292386163,0.333808839,0.151080167,0.377914066,0.355861453,0.221733165,0.067112661,5.72E-04
Gove County,KS,0.292046929,-0.203333333,0.017587514,0.8,0.298333333,0.154817222,0.062601575,5.35E-04
Franklin County,GA,0.291711119,0.09927848,0.07999772,0.376577849,0.237928165,0.18585442,0.057864883,5.52E-04
Jefferson Davis Parish,LA,0.291535484,0.093190072,0.041204181,0.982039238,0.537614655,0.166369833,0.081364899,5.41E-04
Hughes County,SD,0.290995357,0.205051669,0.073049796,1.35514496,0.780098314,0.182022577,0.100379337,5.50E-04
Dodge County,GA,0.289235964,0.27854465,0.245114674,0.49477261,0.38665863,0.267175319,0.069527632,5.97E-04
Barber County,KS,0.2892251,0.146517413,0.62720201,0.282089552,0.214303483,0.458213555,0.056012346,7.04E-04
Owen County,KY,0.288377561,0.205241659,0.204739948,0.234815585,0.220028622,0.246558755,0.056461285,5.86E-04
Wayne County,GA,0.288279073,0.270354866,0.258349213,0.996070599,0.633212733,0.273314143,0.088861255,6.01E-04
Sheridan County,MT,0.288230699,0.274166667,0.171450632,0.408333333,0.34125,0.229840666,0.065966899,5.77E-04
Metcalfe County,KY,0.288211962,0.45888133,0.18751595,0.375170068,0.417025699,0.237863956,0.071908876,5.81E-04
Jackson County,MN,0.288052547,0.367006039,0.242556925,0.491996018,0.429501029,0.265304736,0.072887133,5.96E-04
Audrain County,MO,0.288028647,0.205367022,0.126519041,0.462531018,0.33394902,0.207273844,0.065394391,5.64E-04
Custer County,NE,0.287198488,0.359375,0.23954917,0.6875,0.5234375,0.263373829,0.080253193,5.95E-04
Stephens County,OK,0.286830251,0.014980679,-0.001364155,3.749424601,1.88220264,0.142733048,0.186801215,5.28E-04
Carroll County,KY,0.286468572,0.291349442,0.140021431,0.316204078,0.30377676,0.213245002,0.063028423,5.67E-04
Howard County,IN,0.286206997,0.150251292,0.137412356,2.175362305,1.162806798,0.211809677,0.13038955,5.67E-04
